source_file,Date,HomeTeam,AwayTeam,Inning,Top/Bottom,Outs,Balls,Strikes,PAofInning,PitchofPA,Pitcher,PitcherTeam,PitcherThrows,Batter,BatterTeam,PitchCall,KorBB,AutoPitchType,TaggedPitchType,RelSpeed,SpinRate,InducedVertBreak,HorzBreak,PlateLocSide,PlateLocHeight,PlayResult,TaggedHitType,ExitSpeed,Angle,Direction,Distance
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,1,0,0,3,3,"Keller, Ryan",OAK_COL,Left,"Carter, Alex",OAK_COL,BallCalled,Walk,Slider,Slider,78.6,2500.0,3.5,4.3,0.65,3.11,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,1,0,0,4,1,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,FoulBall,,Slider,Slider,78.5,2666.0,3.6,2.6,-1.14,1.76,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,2,0,0,4,2,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Four-Seam,Four-Seam,92.2,2342.0,15.8,-2.0,0.61,3.4,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,1,0,0,4,3,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,FoulBall,,Slider,Slider,80.0,2646.0,2.3,7.1,1.12,3.1,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,0,0,0,4,4,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,InPlay,,Slider,Slider,81.1,2535.0,3.9,8.1,-0.64,3.59,Double,GroundBall,80.6,-18.3,11.4,79.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,2,0,0,5,1,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,80.6,2267.0,-0.8,5.6,0.57,2.37,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,1,0,0,5,2,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeCalled,,Sinker,Sinker,92.2,2415.0,6.1,-12.9,0.62,1.25,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,1,Bottom,1,0,0,5,3,"Keller, Ryan",OAK_COL,Left,"Blake, Mason",OAK_COL,StrikeCalled,,Changeup,Changeup,83.8,1764.0,5.3,-12.3,-1.16,1.86,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,1,1,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,FoulBall,,Sinker,Sinker,89.7,2009.0,8.0,-11.9,0.69,2.86,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,1,2,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Sinker,Sinker,90.1,2103.0,10.8,-15.2,-0.11,2.83,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,1,3,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Four-Seam,Four-Seam,92.5,2166.0,16.4,-6.0,-0.54,2.73,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,1,4,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,InPlay,,Changeup,Changeup,83.2,1739.0,6.3,-10.5,0.11,2.6,Out,FlyBall,96.1,-7.5,12.9,146.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,2,1,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeCalled,,Changeup,Changeup,79.1,1953.0,5.0,-16.8,-0.26,1.56,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,2,2,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,FoulBall,,Four-Seam,Four-Seam,93.1,2414.0,15.5,-7.6,0.95,1.96,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,2,3,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Slider,Slider,79.1,2458.0,1.5,1.8,-0.12,3.05,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,2,0,0,2,4,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,FoulBall,,Slider,Slider,79.9,2312.0,0.6,7.9,0.22,2.43,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,2,5,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,FoulBall,,Slider,Slider,78.4,2399.0,4.0,4.7,-1.16,2.38,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,2,6,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeSwinging,Strikeout,Four-Seam,Four-Seam,93.5,2261.0,18.0,-6.1,0.81,1.62,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,3,1,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeSwinging,,Sinker,Sinker,88.3,2270.0,9.5,-13.6,-0.56,1.71,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,3,2,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Four-Seam,Four-Seam,91.7,2360.0,20.1,-7.2,0.74,2.55,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,3,3,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Four-Seam,Four-Seam,88.5,2363.0,13.2,-6.1,0.25,0.95,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,3,4,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,79.6,2484.0,2.6,8.4,0.3,2.72,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,3,5,"Ortiz, Caleb",OAK_COL,Right,"Blake, Mason",OAK_COL,InPlay,,Sinker,Sinker,88.8,2159.0,7.1,-12.7,-0.32,1.39,Out,GroundBall,82.2,9.8,17.0,249.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,0,0,0,4,1,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,BallCalled,,Slider,Slider,78.3,2595.0,2.8,7.8,0.15,1.26,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,2,0,0,4,2,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Changeup,Changeup,84.6,1564.0,10.6,-12.0,-0.76,1.52,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,4,3,"Monroe, Jake",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,Strikeout,Four-Seam,Four-Seam,92.7,2083.0,19.3,-13.2,-0.45,2.15,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,2,0,0,5,1,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,FoulBall,,Changeup,Changeup,82.0,1694.0,8.4,-14.5,-0.61,2.35,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,5,2,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,81.7,2522.0,3.1,6.8,0.73,3.33,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,1,0,0,5,3,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Sinker,Sinker,90.0,2067.0,6.9,-11.0,0.63,3.77,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,2,0,0,5,4,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,79.3,2492.0,5.1,4.1,0.16,3.0,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,2,0,0,5,5,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,StrikeCalled,,Changeup,Changeup,80.5,1664.0,6.7,-14.2,1.02,2.1,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Top,2,0,0,5,6,"Monroe, Jake",OAK_COL,Right,"Blake, Mason",OAK_COL,InPlay,,Changeup,Changeup,82.4,1536.0,9.9,-11.6,-0.75,3.28,Out,FlyBall,96.1,7.6,-21.3,128.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,1,1,"Foster, Owen",RIV_WAV,Right,"Blake, Mason",OAK_COL,FoulBall,,Slider,Slider,82.6,2533.0,1.4,11.3,-1.28,3.6,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,1,2,"Foster, Owen",RIV_WAV,Right,"Blake, Mason",OAK_COL,FoulBall,,Four-Seam,Four-Seam,93.7,2244.0,16.1,-8.3,-1.47,3.1,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,1,3,"Foster, Owen",RIV_WAV,Right,"Blake, Mason",OAK_COL,BallCalled,,Slider,Slider,80.1,2193.0,6.0,9.2,-0.02,1.98,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,1,4,"Foster, Owen",RIV_WAV,Right,"Blake, Mason",OAK_COL,BallCalled,,Changeup,Changeup,84.5,1867.0,10.6,-12.1,-0.07,2.84,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,1,5,"Foster, Owen",RIV_WAV,Right,"Blake, Mason",OAK_COL,BallCalled,,Sinker,Sinker,88.8,2201.0,8.2,-14.0,-0.28,3.68,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,1,6,"Foster, Owen",RIV_WAV,Right,"Blake, Mason",OAK_COL,InPlay,,Slider,Slider,79.6,2404.0,1.6,9.1,0.24,2.14,Out,FlyBall,78.9,-6.1,-31.3,253.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,2,1,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeCalled,,Slider,Slider,80.4,2478.0,4.3,3.6,-1.66,2.35,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,2,2,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,FoulBall,,Slider,Slider,79.5,2429.0,3.3,7.1,0.48,3.5,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,2,3,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Four-Seam,Four-Seam,91.6,2282.0,18.8,-8.5,-0.09,2.8,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,2,4,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Sinker,Sinker,91.6,2171.0,11.5,-14.9,-0.79,1.43,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,2,5,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeCalled,,Changeup,Changeup,85.8,1692.0,7.2,-12.0,-0.86,2.29,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,2,6,"Ortiz, Caleb",OAK_COL,Right,"Sullivan, Noah",OAK_COL,InPlay,,Slider,Slider,79.7,2223.0,1.7,5.6,0.48,2.17,Out,FlyBall,88.7,38.1,8.8,311.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,3,1,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,FoulBall,,Four-Seam,Four-Seam,92.4,2195.0,21.7,-7.3,-1.51,3.01,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,3,2,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,InPlay,,Sinker,Sinker,88.1,2181.0,8.8,-16.2,-0.81,3.32,Out,LineDrive,84.2,1.9,-17.3,203.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,4,1,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,90.8,2381.0,18.2,-6.1,1.42,1.52,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,4,2,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,BallCalled,,Slider,Slider,80.1,2292.0,4.0,7.9,0.7,2.41,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,4,3,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Slider,Slider,82.2,2489.0,3.9,3.7,1.58,1.49,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,4,4,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeCalled,,Sinker,Sinker,90.4,2231.0,10.6,-13.6,-1.53,2.73,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,4,5,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeCalled,,Four-Seam,Four-Seam,90.3,2341.0,16.4,-3.1,-1.07,1.59,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,4,6,"Keller, Ryan",OAK_COL,Left,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Sinker,Sinker,89.4,1995.0,8.5,-13.7,-0.07,2.89,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,5,1,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,StrikeCalled,,Changeup,Changeup,83.4,1663.0,5.5,-11.8,-0.07,2.07,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,5,2,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Sinker,Sinker,90.9,2054.0,13.3,-10.7,0.38,3.62,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,5,3,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Sinker,Sinker,90.3,2203.0,10.4,-13.2,-0.22,2.29,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,2,0,0,5,4,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,FoulBall,,Four-Seam,Four-Seam,92.6,2224.0,11.7,-6.8,-1.26,2.35,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,0,0,0,5,5,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,,Sinker,Sinker,91.6,2120.0,8.7,-17.6,-0.02,3.48,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,2,Bottom,1,0,0,5,6,"Foster, Owen",RIV_WAV,Right,"Carter, Alex",OAK_COL,BallCalled,Walk,Four-Seam,Four-Seam,90.5,2289.0,13.5,-2.9,0.14,2.27,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,1,1,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Slider,Slider,81.1,2323.0,6.7,5.1,-0.64,2.75,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,1,2,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,FoulBall,,Slider,Slider,78.9,2374.0,3.1,6.7,-0.63,2.03,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,1,3,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,FoulBall,,Changeup,Changeup,83.8,1839.0,5.9,-14.2,0.68,3.03,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,1,4,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Four-Seam,Four-Seam,91.0,2140.0,17.8,-6.4,-2.17,3.02,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,0,0,0,1,5,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,StrikeSwinging,,Sinker,Sinker,87.7,2259.0,11.4,-12.9,-0.13,2.49,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,1,6,"Ortiz, Caleb",OAK_COL,Right,"Carter, Alex",OAK_COL,InPlay,,Slider,Slider,81.8,2531.0,2.0,7.1,1.08,2.31,Single,GroundBall,91.5,22.3,24.5,265.0
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,2,1,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,BallCalled,,Sinker,Sinker,90.2,2146.0,10.8,-13.5,0.14,2.56,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,2,2,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,StrikeSwinging,,Sinker,Sinker,90.1,2143.0,9.3,-14.2,0.26,2.99,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,0,0,0,2,3,"Monroe, Jake",OAK_COL,Right,"Sullivan, Noah",OAK_COL,InPlay,,Changeup,Changeup,84.1,2008.0,8.4,-14.6,0.73,2.8,Out,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,3,1,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,StrikeCalled,,Slider,Slider,80.6,2415.0,2.5,5.2,-0.28,2.1,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,0,0,0,3,2,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,BallCalled,,Four-Seam,Four-Seam,90.7,2112.0,14.7,-6.1,1.69,3.06,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,1,0,0,3,3,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,FoulBall,,Four-Seam,Four-Seam,92.8,2226.0,17.0,-4.7,0.39,2.79,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,2,0,0,3,4,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,,Sinker,Sinker,90.2,2040.0,14.0,-11.2,0.17,2.51,,,,,,
synthetic_game_01.csv,2026-06-15,OAK_COL,RIV_WAV,3,Top,0,0,0,3,5,"Foster, Owen",RIV_WAV,Right,"Reed, Tyler",OAK_COL,StrikeSwinging,Strikeout,Sinker,Sinker,90.5,2292.0,10.7,-9.9,0.61,2.5,,,,,,
